model,method,action_list_len,image_size,MAE,match_ratio
claude,cot,15.0,8580480.0,98.80515125570776,0.86667
claude,cot,3.0,2494080.0,35.20144282875722,1.0
claude,cot,75.0,9191040.0,103.96145833333334,0.13333
claude,cot,6.0,1910400.0,9.629545007861635,1.0
claude,cot,4.0,664320.0,48.012072523584905,1.0
claude,cot,70.0,3964800.0,103.4462904302346,0.18571
claude,cot,117.0,4396800.0,78.43161330856644,0.00855
claude,cot,47.0,6539520.0,92.26654052734376,0.19149
claude,cot,8.0,374400.0,109.32496806210692,0.5
claude,cot,4.0,1910400.0,10.692212067610065,1.0
claude,cot,96.0,2261760.0,73.94015392781316,0.09375
claude,cot,147.0,5882880.0,85.2382588704427,0.0068
claude,cot,4.0,744960.0,81.63947277908805,1.0
claude,cot,94.0,9204480.0,99.71021023882112,0.0851099999999999
claude,cot,9.0,1455360.0,46.52935583726415,1.0
claude,cot,1.0,1772160.0,27.198557881289307,1.0
claude,cot,96.0,5546880.0,77.6348326439951,0.01042
claude,cot,6.0,1910400.0,9.82423840408805,0.3333299999999999
claude,cot,62.0,10752000.0,102.38374627976192,0.3871
claude,cot,39.0,3409920.0,61.97643999955955,0.23077
claude,cot,1.0,1236480.0,70.31076798349056,1.0
gemini,self-refine,16.0,7200000.0,29.85222924523822,1.0
gemini,self-refine,4.0,737280.0,75.78738698899372,0.75
gemini,self-refine,11.0,1910400.0,13.492443003144654,0.81818
gemini,self-refine,7.0,1524480.0,67.67385033902012,1.0
gemini,self-refine,5.0,675840.0,102.47901189072329,1.0
gemini,self-refine,49.0,10039680.0,36.47393396278966,1.0
gemini,self-refine,8.0,1507200.0,60.468151950096896,0.875
gemini,self-refine,4.0,1259520.0,43.95448358883648,1.0
gemini,self-refine,7.0,2384640.0,74.35703450520833,1.0
gemini,self-refine,11.0,1910400.0,41.90084266902516,1.0
gemini,self-refine,3.0,3767040.0,86.1478098490519,0.66667
gemini,self-refine,92.0,11057280.0,87.27453666398065,0.23913
gemini,self-refine,140.0,12174720.0,59.65145298066199,0.9
gemini,self-refine,78.0,6512640.0,95.2038503820646,0.07692
gemini,self-refine,4.0,622080.0,84.64016804245283,1.0
gemini,self-refine,5.0,675840.0,47.578198702830186,1.0
gemini,self-refine,20.0,1910400.0,79.39198358883648,1.0
gemini,self-refine,165.0,10494720.0,101.55854989121998,0.12727
gemini,self-refine,91.0,10275840.0,80.85089011270492,0.83516
gemini,self-refine,4.0,768000.0,75.29840556210692,1.0
gemini,self-refine,1.0,1973760.0,46.83056521821776,1.0
gemini,self-refine,35.0,3158400.0,91.98112573725268,0.97143
gemini,self-refine,53.0,4344960.0,42.7634642286171,0.96226
gemini,self-refine,12.0,9594240.0,68.34061769238946,1.0
gemini,self-refine,3.0,760320.0,76.0641042649371,1.0
gemini,self-refine,5.0,3125760.0,90.16085979502688,1.0
gemini,self-refine,30.0,7344000.0,79.96779243677042,0.73333
gemini,self-refine,54.0,7184640.0,83.8277612624052,0.8703700000000001
gemini,self-refine,96.0,9285120.0,185.1616988659688,0.28125
gemini,self-refine,4.0,2440320.0,26.10413777428501,1.0
gemini,self-refine,2.0,3162240.0,54.73183163676917,1.0
gemini,self-refine,78.0,5516160.0,65.18926276193957,0.91026
gemini,self-refine,4.0,622080.0,82.8048447327044,1.0
gemini,self-refine,21.0,1378560.0,59.27792845911949,1.0
gemini,self-refine,67.0,5387520.0,27.99817708333333,0.20896
gemini,self-refine,5.0,1489920.0,47.72409836871069,1.0
gemini,self-refine,52.0,2718720.0,41.28190449546861,0.73077
gemini,self-refine,55.0,2807040.0,50.37537263569079,1.0
gemini,self-refine,68.0,2999040.0,86.61361202116936,1.0
gemini,self-refine,4.0,1820160.0,27.597223860062893,1.0
gemini,self-refine,119.0,4239360.0,45.37919592696629,0.8403400000000001
gemini,self-refine,2.0,2263680.0,25.36544585987261,1.0
gemini,self-refine,127.0,4757760.0,75.74286484638047,0.19685
gemini,self-refine,127.0,2507520.0,49.539566186556925,0.5433100000000001
gemini,self-refine,22.0,5781120.0,81.30961225076688,0.7272700000000001
gemini,self-refine,4.0,483840.0,100.54553852201258,1.0
gemini,self-refine,32.0,1002240.0,70.09725825471698,0.96875
gemini,self-refine,3.0,1198080.0,50.30582498034591,1.0
gemini,self-refine,2.0,1910400.0,32.135674626572325,1.0
gemini,self-refine,11.0,314880.0,107.11158117138363,0.54545
gemini,self-refine,4.0,867840.0,74.359763168239,1.0
gemini,self-refine,146.0,12984960.0,51.96396068110759,1.0
gemini,self-refine,2.0,2538240.0,40.99571274266098,1.0
gemini,self-refine,7.0,1228800.0,43.41821933962264,1.0
gemini,self-refine,129.0,11894400.0,102.33738792194092,0.16279
gemini,self-refine,27.0,2605440.0,88.60237404778394,0.96296
gemini,self-refine,48.0,2559360.0,19.407181078767124,0.95833
gemini,self-refine,1.0,2309760.0,36.68892415364584,0.0
gemini,self-refine,4.0,445440.0,93.5520685927673,1.0
gemini,self-refine,4.0,2824320.0,74.55010197438351,1.0
gemini,self-refine,37.0,2699520.0,38.4142243900401,1.0
gemini,self-refine,103.0,5207040.0,80.52531688823665,0.16505
gemini,self-refine,139.0,7651200.0,54.47578476763241,0.65468
gemini,self-refine,1.0,6309120.0,9.898455155367232,1.0
gemini,self-refine,1.0,2309760.0,23.6486572265625,1.0
gemini,self-refine,5.0,633600.0,85.86215851022013,1.0
gemini,self-refine,3.0,537600.0,86.80003193789308,1.0
gemini,self-refine,4.0,1082880.0,55.51799823113208,1.0
gemini,self-refine,35.0,10786560.0,67.03430690253832,0.71429
gemini,self-refine,1.0,825600.0,76.36815546383647,1.0
gemini,self-refine,50.0,10742400.0,43.75630208333333,0.38
gemini,self-refine,5.0,552960.0,31.621838148584903,1.0
gemini,self-refine,149.0,3709440.0,65.77509586204069,0.21477
gemini,self-refine,14.0,2213760.0,48.122943683957736,0.92857
gemini,self-refine,9.0,1910400.0,48.21418288128931,1.0
gemini,self-refine,5.0,752640.0,88.59181407232704,1.0
gemini,self-refine,193.0,6568320.0,67.78264735772358,0.41451
gemini,self-refine,4.0,1628160.0,49.709384827044026,1.0
gemini,self-refine,44.0,1847040.0,37.87206793643552,1.0
gemini,self-refine,5.0,1612800.0,33.28925167059749,1.0
gemini,self-refine,26.0,1440000.0,49.821270636792455,1.0
gemini,self-refine,1.0,3300480.0,47.69830473298763,1.0
gemini,self-refine,4.0,983040.0,63.95630896226415,1.0
gemini,self-refine,117.0,10588800.0,119.25445853815545,0.2820499999999999
gemini,self-refine,1.0,2163840.0,21.476354166666667,1.0
gemini,self-refine,24.0,3826560.0,39.34068471162514,0.95833
gemini,self-refine,58.0,7207680.0,100.11196586964182,0.93103
gemini,self-refine,3.0,2263680.0,64.39167560253269,1.0
gemini,self-refine,6.0,1910400.0,12.9636325668239,1.0
gemini,self-refine,18.0,2553600.0,34.83161929143126,0.88889
gemini,self-refine,5.0,1910400.0,11.171368907232704,1.0
gemini,self-refine,23.0,4755840.0,72.78086200547138,0.91304
gemini,self-refine,4.0,464640.0,90.22087018474842,1.0
gemini,self-refine,6.0,2350080.0,4.172044665404041,1.0
gemini,self-refine,2.0,3025920.0,51.37261439732143,1.0
gemini,self-refine,8.0,2204160.0,8.630831716367103,1.0
gemini,self-refine,6.0,990720.0,64.87203468946541,1.0
gemini,self-refine,27.0,2678400.0,78.77632168458781,0.51852
gemini,self-refine,5.0,1075200.0,54.41831269654088,1.0
gemini,self-refine,1.0,1175040.0,71.75566774764151,1.0
gemini,self-refine,5.0,1910400.0,33.21155660377359,1.0
gemini,self-refine,4.0,2273280.0,51.01345279431217,1.0
gemini,self-refine,1.0,1910400.0,21.29479412342767,1.0
gemini,self-refine,1.0,1104000.0,58.33579992138365,0.0
gemini,self-refine,6.0,898560.0,72.83369202044025,1.0
gemini,self-refine,26.0,4763520.0,76.81921345338984,0.96154
gemini,self-refine,5.0,706560.0,78.1756633254717,1.0
gemini,self-refine,6.0,883200.0,71.08307537342768,1.0
gemini,self-refine,6.0,2686080.0,41.20966334338695,1.0
gemini,self-refine,38.0,11275614.0,43.09082405411878,0.5
gemini,self-refine,4.0,483840.0,91.51279726808175,1.0
gemini,self-refine,7.0,1036800.0,76.99728527908805,0.57143
gemini,self-refine,68.0,3528960.0,79.42421059073106,1.0
gemini,self-refine,2.0,574080.0,99.0665217177673,1.0
gemini,self-refine,4.0,1910400.0,4.580259925314466,1.0
gemini,self-refine,1.0,1409280.0,46.572727496069184,1.0
gemini,self-refine,4.0,1910400.0,31.24494889937107,1.0
gemini,self-refine,3.0,1228800.0,67.20681259827045,1.0
gemini,self-refine,9.0,1175040.0,77.14115378032082,1.0
gemini,self-refine,4.0,1098240.0,53.91208972091195,1.0
gemini,self-refine,5.0,1570560.0,47.41723909198113,1.0
gemini,self-refine,4.0,1607040.0,30.87573670504386,1.0
gemini,self-refine,11.0,1910400.0,242.76411900550315,1.0
gemini,self-refine,3.0,1420800.0,76.94826306996855,1.0
gemini,self-refine,5.0,1019520.0,62.54339376965409,1.0
gemini,self-refine,44.0,15083520.0,79.5351441617743,0.97727
gemini,self-refine,49.0,3761280.0,70.09146290751829,0.46939
gemini,self-refine,3.0,683520.0,80.36067954009434,1.0
gemini,self-refine,169.0,9012480.0,67.26750647926634,0.10059
gemini,self-refine,6.0,1075200.0,79.82432930424528,0.83333
gemini,self-refine,2.0,1968000.0,54.87293240613553,0.5
gemini,self-refine,5.0,6374400.0,92.07506114512952,1.0
gemini,self-refine,5.0,2469120.0,67.10917631586771,1.0
gemini,self-refine,4.0,387840.0,96.08696196933964,1.0
gemini,self-refine,1.0,1098240.0,59.88380257468553,1.0
gemini,self-refine,20.0,1115520.0,62.46029874213836,0.75
gemini,self-refine,6.0,399360.0,109.59613305817612,1.0
gemini,self-refine,4.0,1910400.0,7.047798742138365,1.0
gemini,self-refine,94.0,9216000.0,44.974465762867645,0.8510599999999999
gemini,self-refine,7.0,1198080.0,50.97111831761006,0.85714
gemini,self-refine,38.0,4748160.0,113.30004425679006,0.86842
gemini,self-refine,4.0,460800.0,89.63552722091195,1.0
gemini,self-refine,5.0,1405440.0,52.33177574685534,1.0
gemini,self-refine,5.0,645120.0,81.30423054245283,1.0
gemini,self-refine,34.0,4391040.0,71.21950869422572,1.0
gemini,self-refine,6.0,3131520.0,19.688800583237327,1.0
gemini,self-refine,3.0,1136640.0,51.16089327830189,1.0
gemini,self-refine,3.0,1075200.0,65.20347140330189,1.0
gemini,self-refine,27.0,3515520.0,66.3888666538593,0.48148
gemini,self-refine,13.0,2784000.0,32.18532255235319,0.84615
gemini,self-refine,25.0,1760640.0,43.45095076650944,0.88
gemini,self-refine,46.0,10801920.0,106.48734210368774,0.95652
gemini,self-refine,4.0,1543680.0,61.34446491745283,1.0
gemini,self-refine,24.0,5093760.0,102.24221741272522,0.83333
gemini,self-refine,1.0,1910400.0,5.237657232704403,1.0
gemini,self-refine,3.0,1910400.0,18.298634040880504,1.0
gemini,self-refine,46.0,4208640.0,77.06771269298736,1.0
gemini,self-refine,7.0,2138880.0,96.46721493520069,1.0
gemini,self-refine,255.0,3822720.0,66.81600859670928,0.40784
gemini,self-refine,57.0,12019200.0,115.12454800291933,0.15789
gemini,self-refine,1.0,1927680.0,5.627518824126092,1.0
gemini,self-refine,5.0,1689600.0,95.23610251878038,1.0
gemini,self-refine,29.0,3884160.0,68.4085392835287,0.93103
gemini,self-refine,37.0,2250240.0,58.29204435430022,0.91892
gemini,self-refine,2.0,2705280.0,20.031800347222223,1.0
gemini,self-refine,6.0,1827840.0,77.46898909937316,1.0
gemini,self-refine,3.0,737280.0,77.42560190644654,1.0
gemini,self-refine,69.0,6952320.0,94.88073685424354,0.24638
gemini,self-refine,39.0,1089600.0,78.64754074839303,0.6153799999999999
gemini,self-refine,4.0,629760.0,81.43392541273585,1.0
gemini,self-refine,13.0,3008640.0,33.64055474370504,0.69231
gemini,self-refine,17.0,5360640.0,90.39083214962122,1.0
gemini,self-refine,4.0,864000.0,84.90141509433963,1.0
gemini,self-refine,139.0,7929600.0,50.58771829044117,0.44604
gemini,self-refine,69.0,7916160.0,68.07866115196079,0.85507
gemini,self-refine,89.0,5441280.0,20.826947103805395,0.7752800000000001
gemini,self-refine,152.0,4368000.0,42.56524214863184,0.625
gemini,self-refine,41.0,8115840.0,80.09856546336206,0.70732
gemini,self-refine,1.0,1557120.0,44.21057389937107,0.0
gemini,self-refine,29.0,2964480.0,55.756185637338646,0.75862
gemini,self-refine,8.0,1589760.0,30.30836772798742,0.75
gemini,self-refine,4.0,844800.0,56.30855935534591,1.0
gemini,self-refine,5.0,1981440.0,77.31230823863636,1.0
gemini,self-refine,1.0,1263360.0,50.92186025943396,1.0
gemini,self-refine,125.0,5145600.0,85.04178228882058,0.3279999999999999
gemini,self-refine,5.0,1221120.0,49.87968504323899,1.0
gemini,self-refine,1.0,1013760.0,63.96775009827044,1.0
gemini,self-refine,65.0,3709440.0,43.22409655874027,0.81538
gemini,self-refine,344.0,7718400.0,73.64319666784297,0.11919
gemini,self-refine,8.0,637440.0,81.6885588639937,1.0
gemini,self-refine,22.0,2795520.0,50.739058883101855,0.90909
gemini,self-refine,33.0,14893440.0,73.43360357841767,1.0
gemini,self-refine,5.0,929280.0,63.9264838836478,1.0
gemini,self-refine,2.0,4992000.0,66.82967854387125,0.5
gemini,self-refine,3.0,552960.0,92.22773928852202,1.0
gemini,self-refine,15.0,8580480.0,57.33227204623287,0.93333
gemini,self-refine,3.0,2494080.0,28.473440886921967,1.0
gemini,self-refine,75.0,9191040.0,78.00338541666666,0.41333
gemini,self-refine,6.0,1910400.0,4.352329009433962,1.0
gemini,self-refine,4.0,664320.0,82.17658215408805,1.0
gemini,self-refine,70.0,3964800.0,109.81261980427765,0.97143
gemini,self-refine,117.0,4396800.0,53.02024147727273,0.16239
gemini,self-refine,47.0,6539520.0,38.602198878566064,0.74468
gemini,self-refine,8.0,374400.0,145.39955778301888,0.375
gemini,self-refine,4.0,1910400.0,0.2682881289308176,1.0
gemini,self-refine,96.0,2261760.0,68.40558008756038,0.53125
gemini,self-refine,147.0,5882880.0,75.67974650065104,0.4897999999999999
gemini,self-refine,4.0,744960.0,77.1342988404088,1.0
gemini,self-refine,94.0,9204480.0,79.33571201727642,0.5531900000000001
gemini,self-refine,9.0,1455360.0,81.87259963768116,0.77778
gemini,self-refine,1.0,1772160.0,72.4003513168239,0.0
gemini,self-refine,96.0,5546880.0,89.25890586703431,0.14583
gemini,self-refine,6.0,1910400.0,15.826704992138366,0.83333
gemini,self-refine,62.0,10752000.0,102.67142113095238,0.30645
gemini,self-refine,39.0,3409920.0,21.04828857249824,0.8205100000000001
gemini,self-refine,1.0,1236480.0,70.52917158018867,1.0
claude,self-refine,16.0,7200000.0,75.1401802043575,1.0
claude,self-refine,4.0,737280.0,82.17255797955976,0.75
claude,self-refine,11.0,1910400.0,12.685600923742138,1.0
claude,self-refine,7.0,1524480.0,31.9045302672956,1.0
claude,self-refine,5.0,675840.0,117.32385760613208,1.0
claude,self-refine,49.0,10039680.0,93.08001893939394,0.30612
claude,self-refine,8.0,1507200.0,55.49138707548516,0.125
claude,self-refine,4.0,1259520.0,53.58693740172956,1.0
claude,self-refine,7.0,2384640.0,49.93491401885475,1.0
claude,self-refine,11.0,1910400.0,64.11237961871069,1.0
claude,self-refine,3.0,3767040.0,56.41421583915503,1.0
claude,self-refine,92.0,11057280.0,103.65145236176664,0.28261
claude,self-refine,140.0,12174720.0,81.08214127895967,0.03571
claude,self-refine,78.0,6512640.0,93.32387182814304,0.11538
claude,self-refine,4.0,622080.0,86.73298938679245,1.0
claude,self-refine,5.0,675840.0,55.90920056996856,1.0
claude,self-refine,20.0,1910400.0,35.07914120156826,0.95
claude,self-refine,165.0,10494720.0,101.09231907349304,0.08485
claude,self-refine,91.0,10275840.0,104.16914987477232,0.2417599999999999
claude,self-refine,4.0,768000.0,81.18203862028302,1.0
claude,self-refine,1.0,1973760.0,38.33446165109727,1.0
claude,self-refine,35.0,3158400.0,65.81181477121385,0.05714
claude,self-refine,53.0,4344960.0,62.17394663258449,0.13208
claude,self-refine,12.0,9594240.0,101.0234840029762,1.0
claude,self-refine,3.0,760320.0,75.95430178852202,1.0
claude,self-refine,5.0,3125760.0,142.1494335637481,1.0
claude,self-refine,30.0,7344000.0,108.58816928096628,0.3333299999999999
claude,self-refine,54.0,7184640.0,119.5943816196352,0.2777799999999999
claude,self-refine,96.0,9285120.0,134.65348868534485,0.21875
claude,self-refine,4.0,2440320.0,33.10347710182446,0.75
claude,self-refine,2.0,3162240.0,61.46987115603645,1.0
claude,self-refine,78.0,5516160.0,91.67481230202242,0.3076899999999999
claude,self-refine,4.0,622080.0,86.81775009827044,1.0
claude,self-refine,21.0,1378560.0,48.94344781839623,0.90476
claude,self-refine,67.0,5387520.0,83.91326822916666,0.4179099999999999
claude,self-refine,5.0,1489920.0,43.30713443396226,1.0
claude,self-refine,52.0,2718720.0,55.84444076038904,0.44231
claude,self-refine,55.0,2807040.0,19.372061107540706,0.3272699999999999
claude,self-refine,68.0,2999040.0,50.280882224058495,0.01471
claude,self-refine,4.0,1820160.0,21.316185141509436,1.0
claude,self-refine,119.0,4239360.0,71.44999122191011,0.10084
claude,self-refine,2.0,2263680.0,27.164383874071124,1.0
claude,self-refine,127.0,4757760.0,73.70822975852273,0.04724
claude,self-refine,127.0,2507520.0,38.42249049628831,0.16535
claude,self-refine,22.0,5781120.0,85.12635001278119,0.54545
claude,self-refine,4.0,483840.0,101.82447670990568,1.0
claude,self-refine,32.0,1002240.0,71.08283952437107,0.75
claude,self-refine,3.0,1198080.0,52.2396103577044,1.0
claude,self-refine,2.0,1910400.0,86.98189367138365,1.0
claude,self-refine,11.0,314880.0,107.71299380896228,1.0
claude,self-refine,4.0,867840.0,72.96750687893082,1.0
claude,self-refine,146.0,12984960.0,101.24720966327013,0.06849
claude,self-refine,2.0,2538240.0,38.75959546638258,1.0
claude,self-refine,7.0,1228800.0,60.28480289653036,1.0
claude,self-refine,129.0,11894400.0,108.19642091904008,0.23256
claude,self-refine,27.0,2605440.0,92.09537850588644,0.88889
claude,self-refine,48.0,2559360.0,36.55588504988263,0.54167
claude,self-refine,1.0,2309760.0,37.4363525390625,1.0
claude,self-refine,4.0,445440.0,96.63208038522012,1.0
claude,self-refine,4.0,2824320.0,46.36573262117347,1.0
claude,self-refine,37.0,2699520.0,69.98917077484403,0.10811
claude,self-refine,103.0,5207040.0,80.2449823031768,0.08738
claude,self-refine,139.0,7651200.0,80.47462863082643,0.05755
claude,self-refine,1.0,6309120.0,84.10117492335563,0.0
claude,self-refine,1.0,2309760.0,25.66689656575521,0.0
claude,self-refine,5.0,633600.0,106.37952328202736,1.0
claude,self-refine,3.0,537600.0,91.87401729559748,1.0
claude,self-refine,4.0,1082880.0,62.19519948899371,1.0
claude,self-refine,35.0,10786560.0,65.24759039750958,0.65714
claude,self-refine,1.0,825600.0,73.51354166666667,0.0
claude,self-refine,50.0,10742400.0,103.58926339285716,0.24
claude,self-refine,5.0,552960.0,42.21450471698113,1.0
claude,self-refine,149.0,3709440.0,58.56794158054462,0.14765
claude,self-refine,14.0,2213760.0,49.28909486172027,0.85714
claude,self-refine,9.0,1910400.0,57.56960740959119,1.0
claude,self-refine,5.0,752640.0,94.90298250786164,1.0
claude,self-refine,193.0,6568320.0,85.22524226916376,0.0
claude,self-refine,4.0,1628160.0,74.61670597484277,1.0
claude,self-refine,44.0,1847040.0,32.24662056463487,0.2045499999999999
claude,self-refine,5.0,1612800.0,45.32883500393082,1.0
claude,self-refine,26.0,1440000.0,45.64186320754717,0.3076899999999999
claude,self-refine,1.0,3300480.0,46.38385729394105,0.0
claude,self-refine,4.0,983040.0,70.93310976808176,1.0
claude,self-refine,117.0,10588800.0,118.59572141268728,0.0
claude,self-refine,1.0,2163840.0,126.01633082187163,1.0
claude,self-refine,24.0,3826560.0,24.61807241100324,0.54167
claude,self-refine,58.0,7207680.0,103.10738466383246,0.13793
claude,self-refine,3.0,2263680.0,40.02219554471869,0.0
claude,self-refine,6.0,1910400.0,14.843917059748428,1.0
claude,self-refine,18.0,2553600.0,42.74392912841337,0.6111099999999999
claude,self-refine,5.0,1910400.0,12.975189170597483,0.6
claude,self-refine,23.0,4755840.0,111.47087246159512,0.95652
claude,self-refine,4.0,464640.0,97.80251818003144,1.0
claude,self-refine,6.0,2350080.0,28.157144683026583,1.0
claude,self-refine,2.0,3025920.0,58.91647755456349,0.0
claude,self-refine,8.0,2204160.0,73.53945823120915,1.0
claude,self-refine,6.0,990720.0,88.45453559027777,0.83333
claude,self-refine,27.0,2678400.0,64.11803860988665,0.85185
claude,self-refine,5.0,1075200.0,59.00268523977987,1.0
claude,self-refine,1.0,1175040.0,71.42950815644654,1.0
claude,self-refine,5.0,1910400.0,13.0750786163522,0.8
claude,self-refine,4.0,2273280.0,32.53264302248677,1.0
claude,self-refine,1.0,1910400.0,31.043364288522017,1.0
claude,self-refine,1.0,1104000.0,58.52618170204403,1.0
claude,self-refine,6.0,898560.0,90.89446721311477,1.0
claude,self-refine,26.0,4763520.0,76.05737715698653,0.84615
claude,self-refine,5.0,706560.0,82.13565251572327,1.0
claude,self-refine,6.0,883200.0,72.23538227201257,1.0
claude,self-refine,6.0,2686080.0,27.581419173420617,1.0
claude,self-refine,38.0,11275614.0,68.25596788194444,0.5
claude,self-refine,4.0,483840.0,96.928908706761,1.0
claude,self-refine,7.0,1036800.0,79.86708922955975,0.42857
